Name, Topic Label, Score
Building Cohesive Teams for the Far Future Operational Environment.txt, Human Dimension, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Thought, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Information, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Brain, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Expert, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Learning, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Technology, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Automation, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Science, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Cognition, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Posttraumatic stress disorder, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Decision-making, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Understanding, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Working memory, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Addiction, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Awareness, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Executive functions, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Stress (biology), 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Knowledge, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Visual perception, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Sense, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Psychological trauma, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Natural environment, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Emotion, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Self-esteem, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Sensory cue, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Biometrics, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Motion perception, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Neuropsychological assessment, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Neuroscience, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Psychological concepts, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Cognitive science, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Physical exercise, 0.9911
Building Cohesive Teams for the Far Future Operational Environment.txt, Risk, 0.9738
Building Cohesive Teams for the Far Future Operational Environment.txt, Biological motion, 0.9518
Building Cohesive Teams for the Far Future Operational Environment.txt, Neuropsychology, 0.9512
Building Cohesive Teams for the Far Future Operational Environment.txt, Artificial intelligence, 0.935
Building Cohesive Teams for the Far Future Operational Environment.txt, Electroencephalography, 0.933
Building Cohesive Teams for the Far Future Operational Environment.txt, Human, 0.9053
Building Cohesive Teams for the Far Future Operational Environment.txt, Stimulus (physiology), 0.9021
Building Cohesive Teams for the Far Future Operational Environment.txt, Psychology, 0.8857
Building Cohesive Teams for the Far Future Operational Environment.txt, Intelligence, 0.8821
Building Cohesive Teams for the Far Future Operational Environment.txt, Disability, 0.8782
Building Cohesive Teams for the Far Future Operational Environment.txt, Stimulation, 0.8683
Building Cohesive Teams for the Far Future Operational Environment.txt, Feedback, 0.8602
Building Cohesive Teams for the Far Future Operational Environment.txt, Nervous system, 0.8558
Building Cohesive Teams for the Far Future Operational Environment.txt, Data, 0.8537
Building Cohesive Teams for the Far Future Operational Environment.txt, Emergence, 0.8515
Building Cohesive Teams for the Far Future Operational Environment.txt, Reality, 0.8379
Building Cohesive Teams for the Far Future Operational Environment.txt, Long-term memory, 0.8298
Building Cohesive Teams for the Far Future Operational Environment.txt, Biological motion perception, 0.8278
Building Cohesive Teams for the Far Future Operational Environment.txt, Learning disability, 0.8193
Building Cohesive Teams for the Far Future Operational Environment.txt, Multisensory integration, 0.8183
Building Cohesive Teams for the Far Future Operational Environment.txt, Epistemology, 0.8143
Building Cohesive Teams for the Far Future Operational Environment.txt, Association football, 0.8026
Building Cohesive Teams for the Far Future Operational Environment.txt, Mathematics, 0.8012
Building Cohesive Teams for the Far Future Operational Environment.txt, Phenomenology, 0.7833
Building Cohesive Teams for the Far Future Operational Environment.txt, Concussion, 0.7819
Building Cohesive Teams for the Far Future Operational Environment.txt, Virtual reality, 0.7671
Building Cohesive Teams for the Far Future Operational Environment.txt, Neuroplasticity, 0.7598
Building Cohesive Teams for the Far Future Operational Environment.txt, neuropsychology, 0.7597
Building Cohesive Teams for the Far Future Operational Environment.txt, Medicine, 0.758
Building Cohesive Teams for the Far Future Operational Environment.txt, Mental processes, 0.756
Building Cohesive Teams for the Far Future Operational Environment.txt, Logic, 0.7487
Building Cohesive Teams for the Far Future Operational Environment.txt, Computer monitor, 0.7452
Building Cohesive Teams for the Far Future Operational Environment.txt, Behavioural sciences, 0.7374
Building Cohesive Teams for the Far Future Operational Environment.txt, Cigarette, 0.735
Building Cohesive Teams for the Far Future Operational Environment.txt, Airplane, 0.7337
Building Cohesive Teams for the Far Future Operational Environment.txt, Attention deficit hyperactivity disorder, 0.7269
Building Cohesive Teams for the Far Future Operational Environment.txt, Online community, 0.7246
Building Cohesive Teams for the Far Future Operational Environment.txt, Major depressive disorder, 0.7238
Building Cohesive Teams for the Far Future Operational Environment.txt, Pressure, 0.723
Building Cohesive Teams for the Far Future Operational Environment.txt, Concept, 0.7109
Building Cohesive Teams for the Far Future Operational Environment.txt, Bit, 0.7019
Building Cohesive Teams for the Far Future Operational Environment.txt, Chaos theory, 0.6937
Building Cohesive Teams for the Far Future Operational Environment.txt, Computer, 0.6935
Building Cohesive Teams for the Far Future Operational Environment.txt, Research, 0.6923
Building Cohesive Teams for the Far Future Operational Environment.txt, Psychological resilience, 0.6853
Building Cohesive Teams for the Far Future Operational Environment.txt, Cognitive training, 0.6777
Building Cohesive Teams for the Far Future Operational Environment.txt, Retina, 0.6756
Building Cohesive Teams for the Far Future Operational Environment.txt, United States, 0.668
Building Cohesive Teams for the Far Future Operational Environment.txt, Jet engine, 0.6675
Building Cohesive Teams for the Far Future Operational Environment.txt, Sniper, 0.6641
Building Cohesive Teams for the Far Future Operational Environment.txt, Temperature, 0.6549
Building Cohesive Teams for the Far Future Operational Environment.txt, Water, 0.6474
Building Cohesive Teams for the Far Future Operational Environment.txt, Mathematical optimization, 0.647
Building Cohesive Teams for the Far Future Operational Environment.txt, Nature, 0.6442
Building Cohesive Teams for the Far Future Operational Environment.txt, Measurement, 0.6384
Building Cohesive Teams for the Far Future Operational Environment.txt, Judo, 0.6375
Building Cohesive Teams for the Far Future Operational Environment.txt, Canada, 0.6366
Building Cohesive Teams for the Far Future Operational Environment.txt, Epinephrine, 0.6326
Building Cohesive Teams for the Far Future Operational Environment.txt, Energy, 0.6282
Building Cohesive Teams for the Far Future Operational Environment.txt, Physics, 0.6279
Building Cohesive Teams for the Far Future Operational Environment.txt, Basketball, 0.6248
Building Cohesive Teams for the Far Future Operational Environment.txt, Relevance, 0.6218
Building Cohesive Teams for the Far Future Operational Environment.txt, Cloud computing, 0.6185
Building Cohesive Teams for the Far Future Operational Environment.txt, Special forces, 0.6081
Building Cohesive Teams for the Far Future Operational Environment.txt, Art, 0.6074
Building Cohesive Teams for the Far Future Operational Environment.txt, Neurofeedback, 0.6036
Building Cohesive Teams for the Far Future Operational Environment.txt, Prototype, 0.6011
Building Cohesive Teams for the Far Future Operational Environment.txt, Clinical psychology, 0.6005
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Education, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Bachelor's degree, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Learning, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Educational technology, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, University, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Student, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Technology, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, University of Texas at Austin, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Higher education, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Distance education, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, United States, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Postgraduate education, 0.9986
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Simulation, 0.9912
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Higher education in the United States, 0.9895
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Science, technology, engineering, and mathematics, 0.9806
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, College, 0.9517
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Textbook, 0.945
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Analytics, 0.9331
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Computer security, 0.9139
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Academia, 0.9052
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Massive open online course, 0.9009
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Science, 0.8921
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Virtual reality, 0.8868
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, IPad, 0.8781
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, History, 0.8456
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Collaboration, 0.8454
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Innovation, 0.8372
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Academic degree, 0.8361
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Health care, 0.8309
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Microsoft, 0.8187
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Academic term, 0.815
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Educational assessment, 0.8139
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Cognition, 0.8054
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Health, 0.8038
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Business model, 0.8023
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, English as a second or foreign language, 0.7805
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Computer, 0.7755
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Classroom, 0.7752
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Engineering, 0.7694
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Professor, 0.7691
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Poverty, 0.7681
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Money, 0.7661
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Strategic management, 0.7644
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Physician, 0.7414
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Entrepreneurship, 0.7413
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Reality, 0.7344
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Multilingualism, 0.7219
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Internet access, 0.7157
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Tuition payments, 0.7149
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Computer science, 0.7148
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Teacher, 0.7041
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Statistics, 0.6976
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Student engagement, 0.6957
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, International student, 0.6922
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Georgia Institute of Technology, 0.6899
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Advice (opinion), 0.6888
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Dream, 0.688
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Aid, 0.6854
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Master's degree, 0.6798
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Mass production, 0.6727
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Language, 0.6697
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Public university, 0.6694
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Health informatics, 0.668
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Psychology, 0.6614
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Debt, 0.6538
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Management, 0.6498
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Information, 0.6463
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Disease, 0.6443
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Information Age, 0.6434
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Doctor of Philosophy, 0.6393
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Research, 0.6352
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Course credit, 0.6327
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Sustainability, 0.6323
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Internship, 0.6294
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Augmented reality, 0.6193
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Chemistry, 0.6159
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Artificial objects, 0.6125
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Synergy, 0.6066
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Steven Mintz.txt, Competence (human resources), 0.6014
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Social media, 1
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Technology, 1
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Ethics, 1
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Brain, 1
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Human Dimension, 1
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Science, 0.9742
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Psychology, 0.9738
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Recruitment, 0.9708
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Cognition, 0.9551
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Behavior, 0.8904
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Logo, 0.87
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Classroom, 0.8379
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Cognitive science, 0.8201
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Research, 0.7915
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Neuroscience, 0.7774
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Neuroplasticity, 0.7537
TRADOC Mad Scientist 2015 Human Dimension - Closing Remarks w_ Mr Greco.txt, Psychological concepts, 0.743
